Entity,Code,Year,Population by broad age group - Sex: all - Age: 65+ - Variant: estimates,Population by broad age group - Sex: all - Age: 25-64 - Variant: estimates,Population by broad age group - Sex: all - Age: 15-24 - Variant: estimates,Population by broad age group - Sex: all - Age: 5-14 - Variant: estimates,Population by broad age group - Sex: all - Age: 0-4 - Variant: estimates
Mozambique,MOZ,2003,532412,6370381,3701070,5170670,3412226
Mozambique,MOZ,2004,543052,6515811,3804697,5329242,3501610
Mozambique,MOZ,2005,554072,6662749,3912746,5494950,3586607
Mozambique,MOZ,2006,565659,6809707,4024047,5667557,3669019
Mozambique,MOZ,2007,577699,6961263,4143285,5846512,3751760
Mozambique,MOZ,2008,589881,7115547,4265519,6031448,3843178
Mozambique,MOZ,2009,601901,7275013,4388888,6219181,3951678
Mozambique,MOZ,2010,613576,7455570,4520665,6407830,4076091
Mozambique,MOZ,2011,625167,7664353,4664587,6597146,4209171
Mozambique,MOZ,2012,637974,7898259,4822495,6783847,4345039
Mozambique,MOZ,2013,654050,8153468,4993644,6977092,4473485
Mozambique,MOZ,2014,672797,8428844,5173036,7185544,4578482
Mozambique,MOZ,2015,691741,8723212,5358257,7405706,4664337
Mozambique,MOZ,2016,711671,9046961,5555051,7633565,4749251
Mozambique,MOZ,2017,734037,9381339,5752062,7863431,4838578
Mozambique,MOZ,2018,758632,9705135,5938030,8091512,4930572
Mozambique,MOZ,2019,785187,10034528,6120784,8312049,5033053
Mozambique,MOZ,2020,810678,10383367,6308337,8529346,5146515
Mozambique,MOZ,2021,830050,10737955,6496315,8752403,5260351
Myanmar,MMR,1950,569250,7226015,3497554,3823010,2615988
Myanmar,MMR,1951,583576,7354073,3524678,3860086,2731309
Myanmar,MMR,1952,599146,7488275,3545127,3907874,2851573
Myanmar,MMR,1953,615857,7626823,3558697,3968498,2979756
Myanmar,MMR,1954,633405,7768636,3566685,4070314,3087392
Myanmar,MMR,1955,651768,7913703,3571526,4213071,3172721
Myanmar,MMR,1956,670945,8061383,3574178,4371650,3257364
Myanmar,MMR,1957,690988,8211190,3576518,4545337,3339482
Myanmar,MMR,1958,711893,8359416,3581747,4731620,3416495
Myanmar,MMR,1959,733578,8506678,3597053,4927672,3487067
Myanmar,MMR,1960,756005,8654283,3627448,5130049,3552917
Myanmar,MMR,1961,779032,8800964,3671099,5336297,3615715
Myanmar,MMR,1962,802472,8947249,3725026,5547630,3677322
Myanmar,MMR,1963,826692,9091967,3790811,5760972,3740245
Myanmar,MMR,1964,852514,9233804,3895681,5948648,3807174
Myanmar,MMR,1965,880378,9374827,4040105,6110643,3880928
Myanmar,MMR,1966,910282,9515510,4199500,6269460,3959954
Myanmar,MMR,1967,942326,9657704,4373304,6425463,4041235
Myanmar,MMR,1968,975999,9805149,4559778,6579317,4123875
Myanmar,MMR,1969,1009823,9958521,4755071,6731733,4204333
Myanmar,MMR,1970,1043127,10119706,4955930,6885770,4279584
Myanmar,MMR,1971,1076353,10287355,5158909,7041131,4351207
Myanmar,MMR,1972,1109444,10460420,5365807,7196440,4419845
Myanmar,MMR,1973,1141463,10624128,5565504,7351249,4483013
Myanmar,MMR,1974,1172716,10802144,5732197,7505178,4539703
Myanmar,MMR,1975,1204253,11012064,5876574,7659627,4591764
Myanmar,MMR,1976,1235869,11230871,6018991,7814240,4641409
Myanmar,MMR,1977,1267297,11466753,6163303,7966664,4690589
Myanmar,MMR,1978,1299096,11721322,6310661,8114540,4739983
Myanmar,MMR,1979,1332890,11984909,6457058,8254157,4792763
Myanmar,MMR,1980,1369320,12258206,6606477,8384172,4847607
Myanmar,MMR,1981,1408354,12537500,6756903,8508498,4898843
Myanmar,MMR,1982,1449792,12812491,6901618,8628036,4950656
Myanmar,MMR,1983,1493416,13114656,7059141,8745523,5011530
Myanmar,MMR,1984,1537342,13451800,7230575,8864332,5075796
Myanmar,MMR,1985,1579693,13796545,7398333,8980099,5126353
Myanmar,MMR,1986,1620647,14147139,7561358,9089926,5153276
Myanmar,MMR,1987,1659860,14505745,7717308,9200202,5150058
Myanmar,MMR,1988,1697816,14874085,7865901,9316794,5113676
Myanmar,MMR,1989,1737263,15248930,8003621,9437393,5062209
Myanmar,MMR,1990,1778975,15627233,8127401,9546914,5019031
Myanmar,MMR,1991,1822284,15999688,8238012,9630129,4990427
Myanmar,MMR,1992,1867454,16368024,8340445,9685410,4976477
Myanmar,MMR,1993,1914085,16741759,8440989,9715007,4976462
Myanmar,MMR,1994,1961584,17124342,8544936,9730513,4975738
Myanmar,MMR,1995,2009166,17515820,8650190,9741815,4963199
Myanmar,MMR,1996,2058025,17918272,8753844,9747623,4945612
Myanmar,MMR,1997,2108206,18333910,8863139,9741289,4925514
Myanmar,MMR,1998,2157899,18758970,8981084,9717046,4901190
Myanmar,MMR,1999,2204858,19184270,9100475,9676024,4876018
Myanmar,MMR,2000,2247539,19602518,9203031,9629374,4855877
Myanmar,MMR,2001,2286937,20014968,9274728,9591324,4846870
Myanmar,MMR,2002,2323801,20422434,9315001,9564099,4854899
Myanmar,MMR,2003,2358007,20826336,9327192,9545034,4867728
Myanmar,MMR,2004,2389111,21231812,9325092,9523504,4868926
Myanmar,MMR,2005,2417569,21637280,9319059,9494979,4855587
Myanmar,MMR,2006,2444483,22040200,9308223,9471856,4823514
Myanmar,MMR,2007,2471636,22449660,9288484,9462587,4773284
Myanmar,MMR,2008,2493072,22846648,9248977,9438433,4702352
Myanmar,MMR,2009,2518265,23255264,9199850,9402370,4640089
Myanmar,MMR,2010,2555933,23694272,9163291,9374475,4603018
Myanmar,MMR,2011,2599336,24134014,9147494,9341334,4572348
Myanmar,MMR,2012,2647454,24569868,9149532,9307889,4543452
Myanmar,MMR,2013,2700982,24993866,9160058,9275360,4518071
Myanmar,MMR,2014,2775639,25393128,9162759,9242727,4498184
Myanmar,MMR,2015,2870797,25769432,9150435,9206321,4486971
Myanmar,MMR,2016,2972391,26136236,9138837,9155764,4489123
Myanmar,MMR,2017,3080200,26487690,9136361,9085671,4498421
Myanmar,MMR,2018,3196373,26821396,9129613,9011638,4506997
Myanmar,MMR,2019,3320775,27142838,9112098,8952982,4511518
Myanmar,MMR,2020,3448014,27459162,9094185,8914275,4507562
Myanmar,MMR,2021,3565839,27768328,9077959,8894569,4491394
Namibia,NAM,1950,21131,197166,95558,118691,82239
Namibia,NAM,1951,21674,198460,95170,121740,83798
Namibia,NAM,1952,22241,199784,94862,124901,85372
Namibia,NAM,1953,22814,201057,94733,128015,87143
Namibia,NAM,1954,23318,202128,94921,131249,88874
Namibia,NAM,1955,23736,203028,95541,134737,90391
Namibia,NAM,1956,24082,203832,96615,138292,91884
Namibia,NAM,1957,24361,204642,98187,141830,93440
Namibia,NAM,1958,24612,205534,100287,145337,95081
Namibia,NAM,1959,24904,206596,102889,148801,96853
Namibia,NAM,1960,25261,207917,105934,152223,98853
Namibia,NAM,1961,25671,209590,109353,155656,101164
Namibia,NAM,1962,26128,211645,112984,159231,103828
Namibia,NAM,1963,26647,214120,116636,163104,106860
Namibia,NAM,1964,27210,217085,120459,167090,110213
Namibia,NAM,1965,27813,220603,124555,171109,113814
Namibia,NAM,1966,28454,224623,128723,175390,117631
Namibia,NAM,1967,29153,229271,132918,180074,121652
Namibia,NAM,1968,29874,234472,137040,185188,125860
Namibia,NAM,1969,30590,240226,141055,190722,130296
Namibia,NAM,1970,31275,246572,144987,196702,134939
Namibia,NAM,1971,31947,253311,148811,203151,139788
Namibia,NAM,1972,32595,260378,152688,210090,144864
Namibia,NAM,1973,33245,267389,156654,217521,150118
Namibia,NAM,1974,33919,274583,160622,225453,155517
Namibia,NAM,1975,34636,282401,164693,233837,161012
Namibia,NAM,1976,35392,289286,168352,242519,166297
Namibia,NAM,1977,36177,295394,171945,251500,171099
Namibia,NAM,1978,36980,296533,173350,260366,174793
Namibia,NAM,1979,37802,297252,175461,269554,177274
Namibia,NAM,1980,38606,299772,179539,279155,178926
Namibia,NAM,1981,39387,297938,182153,288398,179528
Namibia,NAM,1982,40172,299968,187992,297778,179617
Namibia,NAM,1983,40953,307427,197478,307167,180066
Namibia,NAM,1984,41721,315596,207486,315534,181662
Namibia,NAM,1985,42492,325188,218142,323033,184463
Namibia,NAM,1986,43260,336845,229554,329961,188371
Namibia,NAM,1987,44013,350291,241303,335816,194012
Namibia,NAM,1988,44772,366857,253975,341189,201166
Namibia,NAM,1989,45666,405179,277368,348500,211364
Namibia,NAM,1990,46697,444157,298315,355834,224013
Namibia,NAM,1991,47746,463720,306089,361784,236285
Namibia,NAM,1992,48829,482941,312957,369422,247545
Namibia,NAM,1993,49955,502869,320028,379802,257194
Namibia,NAM,1994,51052,523211,326844,392922,264430
Namibia,NAM,1995,52088,543431,333369,409258,267236
Namibia,NAM,1996,53080,563201,339938,427848,266010
Namibia,NAM,1997,54064,582335,346170,446826,263853
Namibia,NAM,1998,55024,600817,352557,465086,262475
Namibia,NAM,1999,55993,618664,359704,481545,262374
Namibia,NAM,2000,57017,635822,367512,495492,263305
Namibia,NAM,2001,58049,652118,375687,505831,264721
Namibia,NAM,2002,59069,667508,383891,512453,265610
Namibia,NAM,2003,60141,681954,391892,516577,264868
Namibia,NAM,2004,61318,695382,400783,518930,262992
Namibia,NAM,2005,62632,708353,412379,517897,261613
Namibia,NAM,2006,64097,721321,425844,513517,261789
Namibia,NAM,2007,65726,734180,439516,508117,263953
Namibia,NAM,2008,67547,747512,452493,502765,268239
Namibia,NAM,2009,69548,761901,463821,498371,274287
Namibia,NAM,2010,71716,777243,472951,495901,281464
Namibia,NAM,2011,74027,793641,479482,495765,289428
Namibia,NAM,2012,76447,811715,484032,497481,297799
Namibia,NAM,2013,78951,831818,487564,500470,305714
Namibia,NAM,2014,81620,854019,489970,504717,312682
Namibia,NAM,2015,84516,879493,489300,510752,318648
Namibia,NAM,2016,87556,907597,485514,519231,323453
Namibia,NAM,2017,90697,936059,480754,530163,326867
Namibia,NAM,2018,93937,964017,475951,542662,329115
Namibia,NAM,2019,97279,991052,471986,555813,330518
Namibia,NAM,2020,100380,1017079,470497,569535,331608
Namibia,NAM,2021,101921,1040415,471750,583491,332573
Nauru,NRU,1950,303,1125,523,880,543
Nauru,NRU,1951,284,1160,560,905,516
Nauru,NRU,1952,266,1229,626,919,494
Nauru,NRU,1953,248,1283,684,922,486
Nauru,NRU,1954,241,1346,728,908,498
Nauru,NRU,1955,225,1437,762,888,523
Nauru,NRU,1956,218,1552,788,874,552
Nauru,NRU,1957,209,1669,806,869,583
Nauru,NRU,1958,198,1782,814,876,612
Nauru,NRU,1959,191,1897,809,898,640
Nauru,NRU,1960,181,2028,791,935,669
Nauru,NRU,1961,175,2139,784,986,692
Nauru,NRU,1962,168,2223,806,1056,719
Nauru,NRU,1963,161,2324,838,1136,762
Nauru,NRU,1964,160,2440,847,1231,829
Nauru,NRU,1965,154,2576,848,1334,913
Nauru,NRU,1966,150,2678,835,1427,947
Nauru,NRU,1967,141,2749,820,1502,923
Nauru,NRU,1968,135,2834,852,1578,912
Nauru,NRU,1969,132,2923,912,1655,906
Nauru,NRU,1970,133,2991,958,1731,869
Nauru,NRU,1971,134,3038,1011,1783,834
Nauru,NRU,1972,137,3070,1077,1807,813
Nauru,NRU,1973,140,3098,1158,1818,799
Nauru,NRU,1974,139,3126,1244,1812,793
Nauru,NRU,1975,141,3161,1327,1803,786
Nauru,NRU,1976,142,3206,1410,1787,784
Nauru,NRU,1977,144,3260,1495,1767,796
Nauru,NRU,1978,151,3314,1559,1733,804
Nauru,NRU,1979,164,3351,1607,1680,805
Nauru,NRU,1980,180,3381,1663,1613,815
Nauru,NRU,1981,195,3420,1707,1558,834
Nauru,NRU,1982,206,3433,1712,1506,837
Nauru,NRU,1983,224,3502,1748,1487,892
Nauru,NRU,1984,240,3583,1792,1527,1006
Nauru,NRU,1985,256,3605,1779,1593,1102
Nauru,NRU,1986,264,3645,1760,1684,1201
Nauru,NRU,1987,261,3683,1737,1807,1295
Nauru,NRU,1988,252,3737,1714,1948,1391
Nauru,NRU,1989,236,3803,1693,2112,1483
Nauru,NRU,1990,211,3866,1687,2303,1553
Nauru,NRU,1991,186,3930,1698,2508,1603
Nauru,NRU,1992,168,3986,1719,2671,1608
Nauru,NRU,1993,168,4019,1738,2748,1576
Nauru,NRU,1994,176,4035,1771,2772,1540
Nauru,NRU,1995,186,4045,1822,2771,1512
Nauru,NRU,1996,194,4051,1881,2753,1491
Nauru,NRU,1997,196,4059,1935,2723,1473
Nauru,NRU,1998,188,4071,1987,2695,1459
Nauru,NRU,1999,178,4081,2032,2666,1448
Nauru,NRU,2000,171,4086,2065,2642,1436
Nauru,NRU,2001,158,4097,2074,2634,1422
Nauru,NRU,2002,149,4113,2068,2633,1412
Nauru,NRU,2003,147,4123,2083,2618,1394
Nauru,NRU,2004,153,4140,2115,2576,1372
Nauru,NRU,2005,158,4161,2137,2522,1359
Nauru,NRU,2006,161,4184,2161,2456,1356
Nauru,NRU,2007,160,4201,2173,2388,1367
Nauru,NRU,2008,156,4226,2169,2323,1393
Nauru,NRU,2009,150,4253,2145,2271,1436
Nauru,NRU,2010,144,4288,2092,2234,1504
Nauru,NRU,2011,140,4319,2029,2222,1593
Nauru,NRU,2012,143,4381,2007,2263,1670
Nauru,NRU,2013,159,4478,2018,2348,1716
Nauru,NRU,2014,174,4570,2032,2446,1743
Nauru,NRU,2015,184,4655,2060,2551,1757
Nauru,NRU,2016,204,4736,2092,2668,1763
Nauru,NRU,2017,220,4821,2118,2785,1764
Nauru,NRU,2018,233,4912,2148,2893,1763
Nauru,NRU,2019,248,5010,2160,2989,1749
Nauru,NRU,2020,269,5110,2157,3075,1728
Nauru,NRU,2021,292,5215,2163,3152,1711
Nepal,NPL,1950,230126,3143784,1602960,2050501,1371581
Nepal,NPL,1951,235326,3216514,1630351,2092721,1404925
Nepal,NPL,1952,240884,3287320,1656016,2140313,1435360
Nepal,NPL,1953,246963,3354623,1679383,2196042,1459480
Nepal,NPL,1954,253862,3418854,1701224,2253320,1483519
Nepal,NPL,1955,261626,3481475,1728849,2303675,1509277
Nepal,NPL,1956,269724,3542981,1764513,2349070,1532617
Nepal,NPL,1957,277867,3603850,1803258,2393786,1554483
Nepal,NPL,1958,286042,3662497,1842203,2438961,1575325
Nepal,NPL,1959,294267,3722465,1881256,2486286,1596409
Nepal,NPL,1960,302575,3786973,1920718,2536772,1620903
Nepal,NPL,1961,311055,3853872,1961557,2588101,1650559
Nepal,NPL,1962,319824,3922431,2008398,2635718,1684354
Nepal,NPL,1963,328917,3991838,2063479,2677365,1721120
Nepal,NPL,1964,338429,4062485,2120549,2720151,1761206
Nepal,NPL,1965,348424,4141445,2171954,2768332,1802797
Nepal,NPL,1966,358831,4229646,2218790,2819447,1843488
Nepal,NPL,1967,369655,4322470,2264947,2873865,1884649
Nepal,NPL,1968,380830,4418412,2311767,2931525,1927874
Nepal,NPL,1969,392311,4514734,2359983,2993251,1971596
Nepal,NPL,1970,404174,4611366,2410974,3059603,2015171
Nepal,NPL,1971,416394,4707584,2461329,3129941,2059624
Nepal,NPL,1972,428833,4808285,2507348,3204792,2102966
Nepal,NPL,1973,441369,4918406,2548741,3284895,2142555
Nepal,NPL,1974,454010,5029526,2590750,3368827,2183195
Nepal,NPL,1975,466918,5138979,2636941,3454221,2228483
Nepal,NPL,1976,480231,5249113,2684600,3540041,2276756
Nepal,NPL,1977,493833,5364721,2737311,3625711,2328853
Nepal,NPL,1978,507916,5487925,2796024,3710161,2386752
Nepal,NPL,1979,522628,5613368,2858563,3796035,2447970
Nepal,NPL,1980,537866,5742315,2926269,3886381,2507612
Nepal,NPL,1981,553473,5872075,2997111,3980925,2566212
Nepal,NPL,1982,569211,6001451,3070875,4078457,2627130
Nepal,NPL,1983,584948,6135122,3150608,4178573,2691415
Nepal,NPL,1984,600650,6268041,3231922,4282731,2758269
Nepal,NPL,1985,616333,6397141,3310343,4389468,2827292
Nepal,NPL,1986,632044,6524135,3385931,4498541,2896273
Nepal,NPL,1987,647918,6644749,3456351,4613547,2963638
Nepal,NPL,1988,664102,6765028,3525012,4737335,3029269
Nepal,NPL,1989,681274,6899927,3602884,4868380,3092613
Nepal,NPL,1990,699950,7059310,3697016,5002729,3157523
Nepal,NPL,1991,720208,7241608,3804759,5138645,3225555
Nepal,NPL,1992,742428,7456981,3928121,5278817,3295790
Nepal,NPL,1993,764606,7668596,4043838,5420343,3369973
Nepal,NPL,1994,786079,7858930,4145540,5560432,3443776
Nepal,NPL,1995,807772,8042431,4242851,5703959,3508560
Nepal,NPL,1996,829530,8213630,4333895,5849466,3557452
Nepal,NPL,1997,852033,8385728,4431740,5993650,3586271
Nepal,NPL,1998,875507,8555856,4538795,6141045,3592128
Nepal,NPL,1999,899757,8723926,4651783,6287641,3580054
Nepal,NPL,2000,924334,8886977,4764361,6425613,3558218
Nepal,NPL,2001,949496,9048453,4877773,6550666,3529683
Nepal,NPL,2002,977113,9222214,4979506,6654779,3498567
Nepal,NPL,2003,1007165,9404742,5065142,6738891,3466971
Nepal,NPL,2004,1038049,9583451,5144477,6805921,3432071
Nepal,NPL,2005,1073144,9750338,5219956,6854468,3387205
Nepal,NPL,2006,1113374,9902463,5290883,6881428,3330827
Nepal,NPL,2007,1155865,10046630,5357824,6884329,3269003
Nepal,NPL,2008,1199293,10186857,5431359,6862178,3201855
Nepal,NPL,2009,1242377,10324976,5510222,6818789,3130588
Nepal,NPL,2010,1284180,10463262,5592959,6756576,3064594
Nepal,NPL,2011,1326173,10588331,5663542,6676177,3012176
Nepal,NPL,2012,1371387,10690785,5707175,6585703,2975646
Nepal,NPL,2013,1421283,10782926,5737009,6487983,2952357
Nepal,NPL,2014,1471710,10890279,5775068,6384092,2940961
Nepal,NPL,2015,1519906,11034492,5839408,6277428,2939094
Nepal,NPL,2016,1569515,11233420,5938948,6177524,2941779
Nepal,NPL,2017,1620634,11478353,6048725,6092655,2943058
Nepal,NPL,2018,1671281,11748533,6130604,6016399,2939901
Nepal,NPL,2019,1721950,12042827,6184708,5947814,2935201
Nepal,NPL,2020,1772598,12459960,6277470,5900568,2938030
Nepal,NPL,2021,1816733,12992366,6398056,5876105,2951729
Netherlands,NLD,1950,782817,4747550,1606020,1752137,1205031
Netherlands,NLD,1951,806864,4805962,1598894,1818372,1196205
Netherlands,NLD,1952,831700,4862280,1594488,1916277,1157061
Netherlands,NLD,1953,856447,4918524,1593574,1996458,1132298
Netherlands,NLD,1954,880295,4975216,1597775,2058315,1119783
Netherlands,NLD,1955,903429,5034340,1604373,2108853,1116916
Netherlands,NLD,1956,926489,5091920,1611353,2156070,1119519
Netherlands,NLD,1957,950369,5147338,1621822,2203271,1123327
Netherlands,NLD,1958,977146,5198613,1646545,2239419,1130035
Netherlands,NLD,1959,1005864,5245118,1685604,2262989,1142191
Netherlands,NLD,1960,1033997,5292269,1722553,2289589,1154716
Netherlands,NLD,1961,1063896,5338029,1791156,2286031,1168262
Netherlands,NLD,1962,1093464,5382842,1890675,2253709,1182771
Netherlands,NLD,1963,1120422,5431462,1972387,2238947,1195199
Netherlands,NLD,1964,1148647,5485264,2036422,2241564,1205935
Netherlands,NLD,1965,1177167,5542155,2089547,2253948,1212980
Netherlands,NLD,1966,1205338,5596852,2139720,2273127,1211753
Netherlands,NLD,1967,1236724,5649662,2190759,2294880,1204946
Netherlands,NLD,1968,1267895,5712464,2232265,2317609,1196967
Netherlands,NLD,1969,1297254,5785731,2262451,2344552,1191263
Netherlands,NLD,1970,1326583,5856326,2296344,2369086,1189347
Netherlands,NLD,1971,1355104,5958893,2301725,2386978,1184016
Netherlands,NLD,1972,1382966,6092396,2279111,2400577,1169132
Netherlands,NLD,1973,1412241,6211691,2273119,2411453,1139071
Netherlands,NLD,1974,1444366,6318402,2284134,2423291,1090339
Netherlands,NLD,1975,1474472,6418448,2304849,2434913,1031288
Netherlands,NLD,1976,1500113,6517333,2331906,2434224,976538
Netherlands,NLD,1977,1529808,6615781,2360702,2417303,931966
Netherlands,NLD,1978,1563137,6711790,2389401,2382487,902600
Netherlands,NLD,1979,1596066,6805991,2421174,2329845,887210
Netherlands,NLD,1980,1626249,6903605,2449174,2268977,882378
Netherlands,NLD,1981,1652477,7005249,2468620,2207486,883491
Netherlands,NLD,1982,1677637,7108443,2481998,2145967,882488
Netherlands,NLD,1983,1699663,7216022,2491690,2084019,878257
Netherlands,NLD,1984,1720140,7327952,2502061,2016856,874921
Netherlands,NLD,1985,1750317,7430110,2511608,1949950,873720
Netherlands,NLD,1986,1787202,7526271,2508817,1893681,876555
Netherlands,NLD,1987,1822110,7629218,2490151,1846126,887697
Netherlands,NLD,1988,1858116,7734808,2453833,1811612,903952
Netherlands,NLD,1989,1890999,7845203,2400478,1793165,920385
Netherlands,NLD,1990,1919120,7958861,2339959,1788811,937799
Netherlands,NLD,1991,1945674,8070455,2279956,1795758,954735
Netherlands,NLD,1992,1971312,8181279,2221122,1809542,967433
Netherlands,NLD,1993,1994813,8291414,2162378,1825322,977161
Netherlands,NLD,1994,2018304,8406390,2098260,1842074,984453
Netherlands,NLD,1995,2044997,8521643,2034258,1861254,984518
Netherlands,NLD,1996,2070759,8626406,1980755,1882701,977996
Netherlands,NLD,1997,2095880,8718352,1935804,1906745,973131
Netherlands,NLD,1998,2120024,8793648,1903567,1931400,973962
Netherlands,NLD,1999,2141240,8853078,1886927,1952405,978841
Netherlands,NLD,2000,2162575,8899006,1883353,1965661,988543
Netherlands,NLD,2001,2185185,8935760,1889791,1970484,1000410
Netherlands,NLD,2002,2208085,8967333,1901681,1971921,1008022
Netherlands,NLD,2003,2234360,8993347,1914363,1975897,1009607
Netherlands,NLD,2004,2268378,9014443,1927421,1982010,1003784
